index	sugar_PH
993	2/3.36
994	2/3.45
995	2.5/3.15
996	2/3.39
997	2.2/3.71
998	2.2/3.71
999	1.4/3.12
1000	1.65/3.47
1001	2.2/3.44
1002	1.5/3.26
1003	2.05/3.26
1004	1.8/3.36
1005	1.6/3.25
1006	1.8/3.36
1007	2.05/3.26
1008	2/3.26
1009	3.6/3.23
1010	2.8/3.18
1011	1.7/3.25
1012	2/3.17
1013	2.1/3.23
1014	1.6/3.38
1015	2/3.22
1016	2.2/3.06
1017	2.2/3.27
1018	0.9/2.89
1019	0.9/2.89
1020	1.8/3.53
1021	2.4/3.2
1022	2.4/3.2
1023	2.1/3.35
1024	2.3/3.27
1025	1.8/3.32
1026	2.8/3.33
1027	1.9/3.41
1028	2.2/3.49
1029	2.5/3.37
1030	1.8/3.32
1031	2.1/3.42
1032	1.8/3.35
1033	4.1/3.36
1034	2.6/3.3
1035	2.5/3.2
1036	2.4/3.17
1037	2.5/3.22
1038	1.8/3.35
1039	6.2/3.24
1040	2.2/3.33
1041	2.2/3.58
1042	1.7/3.38
1043	2.2/3.33
1044	8.9/3.29
1045	3.3/3.36
1046	1.4/3.32
1047	1.7/3.31
1048	1.8/3.49
1049	1.7/3.27
1050	1.8/3.27
1051	1.8/3.49
1052	1.4/3.03
1053	2.4/3.56
1054	2.3/3.38
1055	2/3.13
1056	2/3.13
1057	4/3.21
1058	3.9/3.15
1059	2.4/3.19
1060	4/3.21
1061	1.8/3.14
1062	1.8/3.21
1063	1.9/3.3
1064	2.4/3.22
1065	2/3.28
1066	2.4/3.29
1067	2.4/3.4
1068	2.2/3.02
1069	2.2/3.02
1070	2.8/3.31
1071	1.5/3.18
1072	8.1/3.2
1073	1.8/3.4
1074	2.7/3.31
1075	8.1/3.2
1076	2/3.44
1077	2/3.15
1078	6.4/3.27
1079	6.4/3.27
1080	8.3/3.01
1081	1.4/3.16
1082	8.3/3.01
1083	1.8/3.42
1084	2.4/3.33
1085	1.8/3.42
1086	1.8/3.12
1087	4.7/3.38
1088	1.6/3.29
1089	1.5/3.02
1090	1.5/3.02
1091	1.9/2.98
1092	2/3.35
1093	2/3.43
1094	2.2/3.33
1095	5.5/3.35
1096	2.5/3.15
1097	5.5/3.35
1098	1.5/3.2
1099	2.1/3.15
1100	1.5/3.2
1101	2.1/3.11
1102	2.1/3.35
1103	1.7/3.45
1104	2.1/3.35
1105	2.2/3.28
1106	2.1/3.41
1107	1.9/3.21
1108	2/3.27
1109	3.3/3.36
1110	2.1/3.17
1111	1.4/3.25
1112	2/3.78
1113	1.5/3.29
1114	1.6/3.12
1115	4.3/3.49
1116	2.5/3.38
1117	2.5/3.38
1118	2.5/3.38
1119	2.1/3.3
1120	2.5/3.52
1121	2.5/3.2
1122	1.8/3.44
1123	1.4/3.45
1124	1.9/3.12
1125	2.2/3.62
1126	1.7/3.14
1127	1.7/3.39
1128	2.9/3.51
1129	2.7/3.22
1130	3.3/3.21
1131	1.9/3.18
1132	1.7/3.32
1133	1.8/3.38
1134	5.5/3.37
1135	1.7/3.3
1136	1.7/3.38
1137	2/3.22
1138	2/3.22
1139	3.7/3.14
1140	2/3.34
1141	1.7/3.41
1142	2.5/3.27
1143	2.4/3.3
1144	1.8/3.61
1145	2.3/3.43
1146	2.5/3.53
1147	1.8/3.28
1148	6.2/3.21
1149	2/3.39
1150	2/3.23
1151	2.8/3.3
1152	2.5/3.46
1153	2.2/3.15
1154	2.1/3.23
1155	2.2/3.59
1156	2.2/3.15
1157	1.75/3.33
1158	2.1/3.46
1159	2.8/3.42
1160	2.2/3.16
1161	2.3/3.14
1162	1.4/3.21
1163	2.3/3.14
1164	1.7/3.29
1165	1.7/3.29
1166	1.9/3.01
1167	2/2.94
1168	2.5/3.32
1169	2.8/3.21
1170	2.3/3.32
1171	1.6/3.2
1172	2.2/3.42
1173	2.1/3.27
1174	1.7/3.46
1175	1.7/3.46
1176	2.2/3.61
1177	5.6/3.58
1178	2.4/3.35
1179	2.1/3.68
1180	2.4/3.27
1181	2.4/3.27
1182	1.65/3.19
1183	2.5/3.38
1184	1.6/3.29
1185	2.1/3.36
1186	2/3.33
1187	7.8/3.52
1188	2/3.33
1189	2.1/3.36
1190	1.8/3.3
1191	4.6/3.28
1192	2.3/3.56
1193	2.5/3.52
1194	2.3/3.56
1195	1.8/3.22
1196	1.8/3.52
1197	2.3/3.21
1198	1.5/3.16
1199	2/3.15
1200	2.3/3.21
1201	1.5/3.16
1202	1.9/3.27
1203	1.8/3.35
1204	5.8/3.14
1205	2.1/3.4
1206	2.1/3.4
1207	2.1/3.4
1208	1.7/3.35
1209	2.1/3.4
1210	2/3.45
1211	2.1/3.35
1212	2.1/3.32
1213	2.1/3.35
1214	1.9/3.15
1215	1.9/3.1
1216	2.1/3.26
1217	2/3.29
1218	1.9/3.23
1219	1.9/3.24
1220	1.3/3.2
1221	1.8/3.28
1222	1.8/3.28
1223	2.2/3.26
1224	2.2/3.23
1225	2.5/3.07
1226	2.6/3.15
1227	4.1/3.02
1228	2/3.27
1229	1.8/3.68
1230	2.1/3.4
1231	2.7/3.37
1232	2.6/3.38
1233	2.1/3.4
1234	2.2/3.23
1235	2.2/3.39
1236	12.9/3.3
1237	1.7/3.26
1238	2.2/3.39
1239	2.5/3.38
1240	4.3/3.45
1241	1.7/3.1
1242	2.5/3.16
1243	2/3.22
1244	2.4/3.37
1245	13.4/3.33
1246	1.8/3.49
1247	1.7/3.12
1248	1.8/3.49
1249	2.2/3.41
1250	2.3/3.4
1251	2.3/3.4
1252	2.2/3.28
1253	1.8/3.45
1254	1.4/3.43
1255	1.9/3.4
1256	2.4/3.47
1257	1.8/3.1
1258	4.8/3.32
1259	2.7/3.44
1260	2.7/3.44
1261	1.8/3.02
1262	2/3.59
1263	2.5/3.15
1264	2.2/3.37
1265	1.8/3.38
1266	2.3/3.38
1267	2.3/3.38
1268	2.3/3.1
1269	2/3.47
1270	1.8/3.5
1271	1.6/3.7
1272	1.6/3.38
1273	1.9/3.5
1274	2/3.1
1275	2.1/3.24
1276	2.3/3.24
1277	6.3/3.28
1278	1.9/3.35
1279	2.3/3.24
1280	1.7/3.14
1281	1.9/3.37
1282	1.9/3.37
1283	2/3.33
1284	2.7/3.26
1285	2.3/3.39
1286	1.8/3.15
1287	2.5/3.35
1288	2.6/3.22
1289	4.5/3.3
1290	4.5/3.3
1291	1.9/3.36
1292	2.1/3.29
1293	2.4/3.62
1294	1.9/3.34
1295	2.1/3.29
1296	4.3/3.2
1297	4.3/3.2
1298	2.1/3.35
1299	1.4/3.45
1300	2.1/3.5
1301	2.15/3.78
1302	2/3.6
1303	2.1/3.3
1304	1.8/3.36
1305	2.3/3.12
1306	1.9/3.3
1307	2.5/3.29
1308	3.9/3.41
1309	2.5/3.29
1310	1.4/3.28
1311	1.9/3.3
1312	3/3.33
1313	1.9/3.34
1314	2.3/3.4
1315	2.4/3.4
1316	2/3.26
1317	1.2/4.01
1318	2.2/3.18
1319	2/3.26
1320	1.7/2.9
1321	2.6/3.26
1322	1.2/4.01
1323	1.8/3.18
1324	1.8/3.18
1325	1.7/3.39
1326	1.7/3.39
1327	1.7/3.39
1328	1.7/3.39
1329	1.8/3.34
1330	2.1/3.29
1331	2.1/3.29
1332	3.8/3.26
1333	1.7/3.09
1334	2.2/3.18
1335	2/3.39
1336	2.4/3.38
1337	1.4/3.36
1338	1.4/3.36
1339	1.4/3.36
1340	1.7/3.36
1341	1.7/3.36
1342	1.7/3.36
1343	1.7/3.37
1344	1.7/3.36
1345	2.6/3.09
1346	2.3/3.25
1347	2.1/3.52
1348	1.8/3.34
1349	1.8/3.34
1350	2.8/3.41
1351	2/3.34
1352	2.3/3.32
1353	1.9/3.37
1354	1.9/3.37
1355	2.3/3.35
1356	1.8/3.36
1357	1.8/3.36
1358	2.5/3.6
1359	5.4/3.28
1360	1.4/3.07
1361	2.3/3.24
1362	2.5/3.36
1363	1.4/3.07
1364	2/3.29
1365	1.9/3.46
1366	2.2/3.18
1367	1.7/3.24
1368	2.2/3.25
1369	2.1/3.27
1370	1.6/3.33
1371	1.7/3
1372	3.1/3.21
1373	1.7/3
1374	3.8/3.24
1375	1.2/3.32
1376	2/3.26
1377	1.4/3.11
1378	2.3/3.71
1379	2/3.29
1380	2.6/3.36
1381	2.6/3.36
1382	1.8/3.38
1383	2.1/3.3
1384	2.1/3.3
1385	1.8/3.19
1386	3.4/3.19
1387	1.8/3.3
1388	1.8/3.3
1389	6.1/3.35
1390	2.2/3.1
1391	2.3/3.58
1392	2.4/3.37
1393	1.3/3.17
