index	alcohol	class
931	10.5	0
932	9.8	0
933	9.5	0
934	9.8	0
935	10.5	0
936	11.8	0
937	11.8	0
938	10.4	0
939	12.9	0
940	11.4	0
941	12.4	0
942	12.5	0
943	10	0
944	9.7	0
945	12.1	0
946	11.1	0
947	12	0
948	12.4	0
949	11.9	0
950	11.9	0
951	11.9	0
952	12.4	0
953	11.2	0
954	12.1	0
955	12.2	0
956	10.4	0
957	11.3	0
958	11.1	0
959	11.3	0
960	10	0
961	11.1	0
962	9.3	0
963	9.5	0
964	11.2	0
965	11.1	0
966	11	0
967	11.9	0
968	9.2	0
969	12.2	0
970	10.2	0
971	10.9	0
972	10.9	0
973	11.6	0
974	10.7	0
975	12.1	0
976	9.4	0
977	9.4	0
978	9.1	0
979	11.3	0
980	10.4	0
981	10.5	0
982	10	0
983	12.9	0
984	10.5	0
985	10.4	0
986	11.3	0
987	11.4	0
988	9.4	0
989	9.4	0
990	10.9	0
991	9.4	0
992	9.4	0
993	9.4	0
994	9.4	0
995	9.4	0
996	10.1	0
997	12.8	0
998	12.8	0
999	9.1	0
1000	12.9	0
1001	11.5	0
1002	10.6	0
1003	11.7	0
1004	12.8	0
1005	10.3	0
1006	12.8	0
1007	11.7	0
1008	11.7	0
1009	12	0
1010	10.9	0
1011	12.3	0
1012	10.4	0
1013	10	0
1014	10	0
1015	11.2	0
1016	11.4	0
1017	12.6	0
1018	12.7	0
1019	12.7	0
1020	10.4	0
1021	11.9	0
1022	11.9	0
1023	10.5	0
1024	12.3	0
1025	10.5	0
1026	10.4	0
1027	12.6	0
1028	11.6	0
1029	10.1	0
1030	10.5	0
1031	11.5	0
1032	11	0
1033	9.6	0
1034	10.4	0
1035	9.7	0
1036	10.6	0
1037	12.5	0
1038	9.2	0
1039	12.6	0
1040	11.1	0
1041	10.2	0
1042	9.8	0
1043	11.1	0
1044	10.9	0
1045	12.2	0
1046	11.4	0
1047	10.7	0
1048	10.4	0
1049	10.9	0
1050	10.8	0
1051	10.4	0
1052	9.2	0
1053	12.9	0
1054	12.7	0
1055	9.1	0
1056	9.1	0
1057	12.1	0
1058	9.1	0
1059	11.6	0
1060	12.1	0
1061	9.9	0
1062	12.5	0
1063	11.4	0
1064	11.8	0
1065	11.8	0
1066	10.2	0
1067	12.5	0
1068	10.9	0
1069	10.9	0
1070	10.8	0
1071	11.1	0
1072	9.2	0
1073	9.5	0
1074	10.7	0
1075	9.2	0
1076	10.2	0
1077	11.4	0
1078	11	0
1079	11	0
1080	12.3	0
1081	11.8	0
1082	12.3	0
1083	9.5	0
1084	12	0
1085	9.5	0
1086	9.6	0
1087	11.6	0
1088	11.2	0
1089	9.9	0
1090	9.9	0
1091	11.8	0
1092	11.4	0
1093	11.5	0
1094	12	0
1095	10.8	0
1096	10.5	0
1097	10.8	0
1098	9.4	0
1099	12.5	0
1100	9.4	0
1101	12.4	0
1102	12	0
1103	11.2	0
1104	12	0
1105	12.4	0
1106	12.8	0
1107	12.3	0
1108	11.7	0
1109	9.5	0
1110	10.8	0
1111	10	0
1112	12.3	0
1113	11	0
1114	9.5	0
1115	13.6	0
1116	11.3	0
1117	11.3	0
1118	11.3	0
1119	13.3	0
1120	12.9	0
1121	13.1	0
1122	12.3	0
1123	12.3	0
1124	11.2	0
1125	11.5	0
1126	11.3	0
1127	13.5	0
1128	11.5	0
1129	10	0
1130	10.5	0
1131	10.4	0
1132	9.5	0
1133	13.6	0
1134	11.2	0
1135	11.8	0
1136	11.9	0
1137	11.4	0
1138	11.4	0
1139	9.1	0
1140	9.5	0
1141	9.5	0
1142	11	0
1143	11.4	0
1144	10	0
1145	10.1	0
1146	10.4	0
1147	9.8	0
1148	11.8	0
1149	11.6	0
1150	12	0
1151	12.8	0
1152	12.5	0
1153	9.8	0
1154	11.1	0
1155	11.4	0
1156	9.8	0
1157	11.8	0
1158	12.9	0
1159	10.6	0
1160	10.8	0
1161	11.1	0
1162	10.2	0
1163	11.8	0
1164	10	0
1165	10	0
1166	9.4	0
1167	10.2	0
1168	12.4	0
1169	12	0
1170	11.5	0
1171	10.5	0
1172	10.8	0
1173	12.3	0
1174	9.5	0
1175	9.5	0
1176	11.5	0
1177	11.2	0
1178	12.7	0
1179	11.4	0
1180	11	0
1181	11	0
1182	11.4	0
1183	10.5	0
1184	9.3	0
1185	10.9	0
1186	11.9	0
1187	12.2	0
1188	11.9	0
1189	10.9	0
1190	9.6	0
1191	12.5	0
1192	10.8	0
1193	12.4	0
1194	10.8	0
1195	9.5	0
1196	9.5	0
1197	9.5	0
1198	9.8	0
1199	10.9	0
1200	9.5	0
1201	9.8	0
1202	11.2	0
1203	11.7	0
1204	9.4	0
1205	11	0
1206	11	0
1207	11	0
1208	10	0
1209	11	0
1210	11.2	0
1211	10.4	0
1212	9.3	0
1213	10.4	0
1214	10.5	0
1215	10.4	0
1216	11.3	0
1217	9.5	0
1218	12	0
1219	10.6	0
1220	10.9	0
1221	11.5	0
1222	11.5	0
1223	9.6	0
1224	12	0
1225	10.3	0
1226	9.4	0
1227	9.2	0
1228	9.6	0
1229	13.6	0
1230	9.5	0
1231	11.8	0
1232	10.8	0
1233	9.5	0
1234	9.3	0
1235	12.8	0
1236	11.5	0
1237	9.4	0
1238	12.8	0
1239	9.6	0
1240	11.8	0
1241	9.3	0
1242	9.8	0
1243	12.2	0
1244	9.5	0
1245	10.3	0
1246	10.5	0
1247	10	0
1248	10.5	0
1249	11.1	0
1250	10.9	0
1251	10.9	0
1252	9.8	0
1253	9.8	0
1254	9.5	0
1255	10.9	0
1256	11	0
1257	9.2	0
1258	11	0
1259	11.3	0
1260	11.3	0
1261	9.3	0
1262	11.2	0
1263	9.8	0
1264	9.6	0
1265	11.8	0
1266	10.3	0
1267	10.3	0
1268	11.4	0
1269	9.5	0
1270	14	0
1271	14	0
1272	11.7	0
1273	11.2	0
1274	9.3	0
1275	11.2	0
1276	9.5	0
1277	12	0
1278	9.7	0
1279	9.5	0
1280	11.5	0
1281	10.4	0
1282	10.4	0
1283	10.9	0
1284	10.2	0
1285	10.9	0
1286	10.5	0
1287	12.4	0
1288	13	0
1289	10.2	0
1290	10.2	0
1291	11	0
1292	10.9	0
1293	12.4	0
1294	9.7	0
1295	10.9	0
1296	9.5	0
1297	9.5	0
1298	12.1	0
1299	12.2	0
1300	10.9	0
1301	12.5	0
1302	11.7	0
1303	11.2	0
1304	11.2	0
1305	9.2	0
1306	9.8	0
1307	10.1	0
1308	11.1	0
1309	10.1	0
1310	9.2	0
1311	9.8	0
1312	12.8	0
1313	10.5	0
1314	10.1	0
1315	10.1	0
1316	9.8	0
1317	12.5	0
1318	11.9	0
1319	9.8	0
1320	9.1	0
1321	10.1	0
1322	12.5	0
1323	11.4	0
1324	11	0
1325	10.6	0
1326	10.6	0
1327	10.6	0
1328	10.6	0
1329	9.3	0
1330	9.8	0
1331	9.8	0
1332	9.2	0
1333	9.7	0
1334	9.6	0
1335	10	0
1336	12.6	0
1337	9.5	0
1338	9.5	0
1339	9.5	0
1340	10.5	0
1341	10.5	0
1342	10.5	0
1343	10.4	0
1344	10.5	0
1345	11	0
1346	10.2	0
1347	11.4	0
1348	9.5	0
1349	9.5	0
1350	10.8	0
1351	10	0
1352	11.8	0
1353	10.3	0
1354	10.3	0
1355	10	0
1356	10.1	0
1357	10.1	0
1358	11.1	0
1359	9.5	0
1360	10.03333333	0
1361	10.9	0
1362	10.1	0
1363	10.03333333	0
1364	9.8	0
1365	11.8	0
1366	9.5	0
1367	9.8	0
1368	10.5	0
1369	9.8	0
1370	10.4	0
1371	9.2	0
1372	11.6	0
1373	9.2	0
1374	9.3	0
1375	9.8	0
1376	9.9	0
1377	10	0
1378	12.2	0
1379	9.9	0
1380	10.8	0
1381	10.8	0
1382	9.6	0
1383	9.9	0
1384	9.9	0
1385	9.5	0
1386	9.2	0
1387	9.6	0
1388	9.6	0
1389	10.3	0
1390	9.7	0
1391	12.5	0
1392	11	0
1393	9.8	0
1394	10.2	0
1395	9.2	0
1396	9.55	0
1397	9.55	0
1398	9.9	0
1399	10.2	0
1400	11.1	0
1401	9.9	0
1402	9.9	0
1403	11.9	0
1404	10	0
1405	10.7	0
1406	11.3	0
1407	10.9	0
1408	10.7	0
1409	12.4	0
1410	10.7	0
1411	11.9	0
1412	10.6	0
1413	10.9	0
1414	10.1	0
1415	9.6	0
1416	9.4	0
1417	9.6	0
1418	12.1	0
1419	9.8	0
1420	9.9	0
1421	9.8	0
1422	9.4	0
1423	11.4	0
1424	11	0
1425	9.6	0
1426	9.6	0
1427	12.1	0
1428	11.2	0
1429	11	0
1430	11.3	0
1431	10.4	0
1432	9.9	0
1433	11.7	0
1434	10.1	0
1435	9	0
1436	9	0
1437	8.5	0
1438	11.1	0
1439	10.3	0
1440	11.06666667	0
1441	11.3	0
1442	9.566666667	0
1443	9.8	0
1444	11.7	0
1445	11.1	0
1446	9.6	0
1447	9.8	0
1448	9.7	0
1449	9.7	0
1450	11.3	0
1451	11.3	0
1452	11	0
1453	11.6	0
1454	9	0
1455	10.9	0
1456	10.9	0
1457	10.55	0
1458	9	0
1459	10.5	0
1460	11.9	0
1461	10.4	0
1462	10	0
1463	10.4	0
1464	10.8	0
1465	9.7	0
1466	9.7	0
1467	10	0
1468	11	0
1469	10	0
1470	9.7	0
1471	9.7	0
1472	12.6	0
1473	11.1	0
1474	11	0
1475	8.8	0
1476	13.56666667	0
1477	8.8	0
1478	13.6	0
1479	10.2	0
1480	10.6	0
1481	10.1	0
1482	10.6	0
1483	10.3	0
1484	10.7	0
1485	10.9	0
1486	9.7	0
1487	10.3	0
1488	10.6	0
1489	11.4	0
1490	10.8	0
1491	12.4	0
1492	11.4	0
1493	11.95	0
1494	9.7	0
1495	10	0
1496	10.6	0
1497	9.7	0
1498	11.5	0
1499	10.8	0
1500	11.5	0
1501	9.6	0
1502	9.4	0
1503	9.8	0
1504	11	0
1505	11.4	0
1506	9.95	0
1507	10.8	0
1508	11.4	0
1509	10.6	0
1510	11.1	0
1511	9.7	0
1512	9.8	0
1513	10.4	0
1514	10.5	0
1515	9.233333333	0
1516	9.25	0
1517	10.6	0
1518	10.3	0
1519	10.5	0
1520	10.2	0
1521	10.3	0
1522	9.05	0
1523	10.6	0
1524	10.4	0
1525	10	0
1526	9.7	0
1527	9.6	0
1528	10.8	0
1529	10.1	0
1530	10.2	0
1531	11.3	0
1532	10.2	0
1533	9.9	0
1534	9	0
1535	11.7	0
1536	9.7	0
1537	10.3	0
1538	10.2	0
1539	12	0
1540	9.9	0
1541	11.6	0
1542	10.9	0
1543	10.75	0
1544	10.4	0
1545	11.2	0
1546	10.1	0
1547	10.2	0
1548	12.1	0
1549	10.4	0
1550	11.4	0
1551	9.5	0
1552	9.4	0
1553	11.3	0
1554	9.4	0
1555	11	0
1556	10.55	0
1557	9.9	0
1558	11	0
1559	9.5	0
1560	9.9	0
1561	9.9	0
1562	9.9	0
1563	10.1	0
1564	10.1	0
1565	10.1	0
1566	10.9	0
1567	11.2	0
1568	10.1	0
1569	9.2	0
1570	11.5	0
1571	12.4	0
1572	11.1	0
1573	9.5	0
1574	12.5	0
1575	10.5	0
1576	11.8	0
1577	10.8	0
1578	11.9	0
1579	11.3	0
1580	11.3	0
1581	11.9	0
1582	11.3	0
1583	11.9	0
1584	9.8	0
1585	11.6	0
1586	11.5	0
1587	11.4	0
1588	10.9	0
1589	12.8	0
1590	9.2	0
1591	11.6	0
1592	11.6	0
1593	11	0
1594	9.5	0
1595	10.5	0
1596	11.2	0
1597	11	0
1598	10.2	0
1599	11	0
1600	8.8	1
1601	9.5	1
1602	10.1	1
1603	9.9	1
1604	9.9	1
1605	10.1	1
1606	9.6	1
1607	8.8	1
1608	9.5	1
1609	11	1
1610	12	1
1611	9.7	1
1612	10.8	1
1613	12.4	1
1614	9.7	1
1615	11.4	1
1616	9.6	1
1617	12.8	1
1618	11.3	1
1619	9.5	1
1620	12.8	1
1621	11	1
1622	10.5	1
1623	9.3	1
1624	10	1
1625	10.4	1
1626	10	1
1627	10.5	1
1628	11.6	1
1629	12.3	1
1630	10	1
1631	10.2	1
1632	10.8	1
1633	9	1
1634	10.2	1
1635	12.8	1
1636	10	1
1637	11.2	1
1638	8.6	1
1639	8.6	1
1640	9.4	1
1641	9.4	1
1642	9.8	1
1643	9.5	1
1644	9.5	1
1645	10	1
1646	9.8	1
1647	9.8	1
1648	9.8	1
1649	9.8	1
1650	11.7	1
1651	11	1
1652	10.9	1
1653	10.9	1
1654	9.1	1
1655	11	1
1656	9.6	1
1657	8.9	1
1658	10.2	1
1659	9.9	1
1660	8.6	1
1661	8.9	1
1662	10.5	1
1663	10.2	1
1664	10.3	1
1665	9.1	1
1666	12.6	1
1667	9.8	1
1668	10.7	1
1669	9.5	1
1670	9	1
1671	9.5	1
1672	10	1
1673	9.1	1
1674	10.7	1
1675	9.5	1
1676	12.7	1
1677	12	1
1678	9.3	1
1679	9	1
1680	10.6	1
1681	9.2	1
1682	10	1
1683	9.5	1
1684	8.7	1
1685	8.7	1
1686	8.7	1
1687	9.7	1
1688	8.7	1
1689	8.7	1
1690	8.7	1
1691	9	1
1692	12.6	1
1693	12.6	1
1694	11.5	1
1695	9.2	1
1696	8.8	1
1697	11.4	1
1698	10.1	1
1699	8.8	1
1700	9.1	1
1701	9.4	1
1702	9.4	1
1703	9	1
1704	9.1	1
1705	9.2	1
1706	9.4	1
